"","lat","lon","species"
"25982",24.95695,-80.49314,"Seriola dumerili"
"25993",25.28947,-80.20755,"Seriola dumerili"
"26003",25.03598,-80.34596,"Seriola dumerili"
"26023",25.38095,-80.16347,"Seriola dumerili"
"26052",25.01152,-80.3738,"Seriola dumerili"
"26063",25.10747,-80.30509,"Seriola dumerili"
"26075",25.45527,-80.1431,"Seriola dumerili"
"26084",24.9225,-80.50552,"Seriola dumerili"
"26093",24.47905,-81.66935,"Seriola dumerili"
"26107",25.12228,-80.298,"Seriola dumerili"
"261110",24.96472,-80.54289,"Seriola dumerili"
"26123",25.43735,-80.1911,"Seriola dumerili"
"26134",25.49479,-80.13868,"Seriola dumerili"
"26144",25.12358,-80.297,"Seriola dumerili"
"26154",24.69241,-80.90294,"Seriola dumerili"
"26163",25.25625,-80.20348,"Seriola dumerili"
"26174",25.10883,-80.3063,"Seriola dumerili"
"26183",25.03773,-80.35164,"Seriola dumerili"
"26203",25.51721,-80.13831,"Seriola dumerili"
"262110",25.35242,-80.14433,"Seriola dumerili"
"26222",25.3144,-80.19738,"Seriola dumerili"
"26232",25.00688,-80.37708,"Seriola dumerili"
"26243",25.44881,-80.12262,"Seriola dumerili"
"26252",25.09287,-80.31921,"Seriola dumerili"
"26263",25.53803,-80.10359,"Seriola dumerili"
"26274",25.01665,-80.36934,"Seriola dumerili"
"26283",25.33378,-80.21812,"Seriola dumerili"
"26292",25.53048,-80.13663,"Seriola dumerili"
"26303",25.44523,-80.11597,"Seriola dumerili"
"263110",25.03367,-80.35085,"Seriola dumerili"
"26324",25.2779,-80.17492,"Seriola dumerili"
"26352",24.4875,-81.70154,"Seriola dumerili"
"26374",25.44516,-80.11574,"Seriola dumerili"
"26383",24.95478,-80.45653,"Seriola dumerili"
"26402",25.40387,-80.16377,"Seriola dumerili"
"26417",24.93848,-80.47205,"Seriola dumerili"
"26424",25.09316,-80.31977,"Seriola dumerili"
"26433",25.01202,-80.3772,"Seriola dumerili"
"26442",25.08623,-80.31182,"Seriola dumerili"
"26453",24.95271,-80.53552,"Seriola dumerili"
"26463",25.41608,-80.12734,"Seriola dumerili"
"26472",25.53832,-80.1037,"Seriola dumerili"
"26483",24.92069,-80.50602,"Seriola dumerili"
"26493",24.99082,-80.41755,"Seriola dumerili"
"26502",24.93671,-80.50185,"Seriola dumerili"
"26519",25.2561,-80.20362,"Seriola dumerili"
"26522",25.36032,-80.15107,"Seriola dumerili"
"26543",25.0576,-80.36114,"Seriola dumerili"
"26553",24.92109,-80.50613,"Seriola dumerili"
"26563",25.35423,-80.1503,"Seriola dumerili"
"26572",24.91565,-80.54113,"Seriola dumerili"
"26584",25.06947,-80.3355,"Seriola dumerili"
"26592",25.07768,-80.32405,"Seriola dumerili"
"26603",25.4945,-80.13865,"Seriola dumerili"
"26615",24.81386,-80.66478,"Seriola dumerili"
"26624",24.95123,-80.45377,"Seriola dumerili"
"26632",24.92172,-80.50318,"Seriola dumerili"
"26645",25.3526,-80.15012,"Seriola dumerili"
"26653",25.27622,-80.20908,"Seriola dumerili"
"26662",25.52115,-80.1343,"Seriola dumerili"
"26673",25.10891,-80.30626,"Seriola dumerili"
"26682",25.06844,-80.39244,"Seriola dumerili"
"26703",25.05737,-80.36127,"Seriola dumerili"
"26715",25.02909,-80.35212,"Seriola dumerili"
"26722",25.35435,-80.15042,"Seriola dumerili"
"26732",24.552,-81.69693,"Seriola dumerili"
"26741",25.52846,-80.10889,"Seriola dumerili"
"26752",25.44256,-80.17003,"Seriola dumerili"
"26762",24.99266,-80.44339,"Seriola dumerili"
"26773",25.41213,-80.12524,"Seriola dumerili"
"26783",25.35842,-80.17392,"Seriola dumerili"
"26792",25.1234,-80.29728,"Seriola dumerili"
"26802",24.93714,-80.50191,"Seriola dumerili"
"26815",24.81907,-80.6747,"Seriola dumerili"
"26823",24.48757,-81.70154,"Seriola dumerili"
"26843",25.4912,-80.1371,"Seriola dumerili"
"26853",25.31433,-80.19732,"Seriola dumerili"
"26863",25.11553,-80.28225,"Seriola dumerili"
"26873",25.02884,-80.35246,"Seriola dumerili"
"26883",25.0602,-80.35984,"Seriola dumerili"
"26893",24.95528,-80.45654,"Seriola dumerili"
"26904",25.44876,-80.12278,"Seriola dumerili"
"26917",25.45819,-80.12605,"Seriola dumerili"
"26922",25.08664,-80.31185,"Seriola dumerili"
"26932",25.12209,-80.27055,"Seriola dumerili"
"26943",25.26487,-80.17883,"Seriola dumerili"
"26954",25.03415,-80.35055,"Seriola dumerili"
"26963",25.41927,-80.15623,"Seriola dumerili"
"26973",25.3681,-80.15178,"Seriola dumerili"
"26982",25.45684,-80.14128,"Seriola dumerili"
"26992",24.81184,-80.67305,"Seriola dumerili"
"27002",25.10513,-80.30712,"Seriola dumerili"
"27023",25.4959,-80.10932,"Seriola dumerili"
"27033",24.95046,-80.45252,"Seriola dumerili"
"27042",25.0123,-80.36901,"Seriola dumerili"
"27051",24.88695,-80.54892,"Seriola dumerili"
"27071",24.7092,-80.84795,"Seriola dumerili"
"27083",25.06037,-80.36006,"Seriola dumerili"
"27091",25.12412,-80.29383,"Seriola dumerili"
"27104",24.9527,-80.54856,"Seriola dumerili"
"27118",25.3604,-80.15092,"Seriola dumerili"
"27122",25.3666,-80.14022,"Seriola dumerili"
"27132",24.9528,-80.45601,"Seriola dumerili"
"27142",25.36632,-80.17063,"Seriola dumerili"
"27152",25.44214,-80.15404,"Seriola dumerili"
"27162",25.46151,-80.11957,"Seriola dumerili"
"27173",25.01154,-80.37394,"Seriola dumerili"
"27182",25.12672,-80.33578,"Seriola dumerili"
"27194",25.12234,-80.27079,"Seriola dumerili"
"27202",25.12645,-80.3359,"Seriola dumerili"
"27219",24.91358,-80.51323,"Seriola dumerili"
"27223",24.80926,-80.67374,"Seriola dumerili"
"27234",25.52861,-80.13584,"Seriola dumerili"
"27243",25.11571,-80.28261,"Seriola dumerili"
"27252",24.81188,-80.67282,"Seriola dumerili"
"27263",24.92259,-80.50534,"Seriola dumerili"
"27274",25.38113,-80.16775,"Seriola dumerili"
"27283",24.95261,-80.53576,"Seriola dumerili"
"27293",24.92057,-80.50718,"Seriola dumerili"
"27302",25.45553,-80.14306,"Seriola dumerili"
"27323",24.69245,-80.90315,"Seriola dumerili"
"27333",25.45838,-80.12584,"Seriola dumerili"
"27341",25.27743,-80.17458,"Seriola dumerili"
"27353",25.06271,-80.33607,"Seriola dumerili"
"27372",25.01224,-80.36931,"Seriola dumerili"
"27393",25.12537,-80.29877,"Seriola dumerili"
"27404",24.98868,-80.4765,"Seriola dumerili"
"27419",24.8217,-80.66018,"Seriola dumerili"
"27423",25.01139,-80.37212,"Seriola dumerili"
"27433",25.3336,-80.21798,"Seriola dumerili"
"27442",25.03792,-80.35147,"Seriola dumerili"
"27453",25.13246,-80.32134,"Seriola dumerili"
"27463",25.43657,-80.11702,"Seriola dumerili"
"27472",25.305,-80.21352,"Seriola dumerili"
"27483",25.01472,-80.37249,"Seriola dumerili"
"27492",25.0082,-80.4287,"Seriola dumerili"
"27515",24.98278,-80.40849,"Seriola dumerili"
"27523",25.41237,-80.12549,"Seriola dumerili"
"27533",24.98837,-80.43933,"Seriola dumerili"
"27543",24.55218,-81.69665,"Seriola dumerili"
"27563",25.36727,-80.14913,"Seriola dumerili"
"27572",25.06071,-80.33343,"Seriola dumerili"
"27583",24.93849,-80.47247,"Seriola dumerili"
"27592",24.70927,-80.84781,"Seriola dumerili"
"27602",25.40417,-80.16363,"Seriola dumerili"
"27614",24.81402,-80.66451,"Seriola dumerili"
"27623",25.36172,-80.14933,"Seriola dumerili"
"27632",25.35255,-80.1445,"Seriola dumerili"
"27642",25.35418,-80.15307,"Seriola dumerili"
"27652",25.011,-80.37015,"Seriola dumerili"
"27672",24.82179,-80.65998,"Seriola dumerili"
"27684",25.36717,-80.14918,"Seriola dumerili"
"27692",24.99756,-80.40158,"Seriola dumerili"
"27702",43.0584,9.80343,"Seriola dumerili"
"27719",25.4361,-80.11735,"Seriola dumerili"
"27722",25.26423,-80.17895,"Seriola dumerili"
"27732",25.12408,-80.29414,"Seriola dumerili"
"27745",24.91543,-80.54109,"Seriola dumerili"
"27752",25.00662,-80.37703,"Seriola dumerili"
"27762",25.04443,-80.3683,"Seriola dumerili"
"27772",24.94393,-80.47934,"Seriola dumerili"
"27783",25.27772,-80.1752,"Seriola dumerili"
"27792",24.48593,-81.69668,"Seriola dumerili"
"27802",24.95233,-80.548,"Seriola dumerili"
"27816",25.10983,-80.30208,"Seriola dumerili"
"27824",24.92149,-80.50326,"Seriola dumerili"
"27834",25.49568,-80.10932,"Seriola dumerili"
"27843",25.52884,-80.13494,"Seriola dumerili"
"27852",25.37667,-80.14907,"Seriola dumerili"
"27862",25.52869,-80.10912,"Seriola dumerili"
"27872",25.44448,-80.15124,"Seriola dumerili"
"27882",24.96482,-80.54261,"Seriola dumerili"
"27922",25.03637,-80.34599,"Seriola dumerili"
"27942",25.46156,-80.11916,"Seriola dumerili"
"27953",25.41704,-80.12748,"Seriola dumerili"
"27963",24.95213,-80.45738,"Seriola dumerili"
"27972",24.95228,-80.4561,"Seriola dumerili"
"27981",25.13239,-80.32152,"Seriola dumerili"
"28002",25.26493,-80.17855,"Seriola dumerili"
"280110",25.06283,-80.3365,"Seriola dumerili"
"28033",24.91333,-80.51297,"Seriola dumerili"
"28042",25.04426,-80.368,"Seriola dumerili"
"28053",25.305,-80.21368,"Seriola dumerili"
"28072",25.15498,-80.28771,"Seriola dumerili"
"28082",25.21283,-80.2237,"Seriola dumerili"
"28092",35.4184,25.0214,"Seriola dumerili"
"28105",24.53385,-81.47163,"Seriola dumerili"
"28119",25.22554,-80.2132,"Seriola dumerili"
"28132",25.29507,-80.24345,"Seriola dumerili"
"28143",24.69762,-80.93216,"Seriola dumerili"
"28153",25.14832,-80.27409,"Seriola dumerili"
"28172",25.3678,-80.13658,"Seriola dumerili"
"28182",25.36436,-80.14075,"Seriola dumerili"
"28192",24.53431,-81.47153,"Seriola dumerili"
"28203",24.70223,-80.88769,"Seriola dumerili"
"28219",25.22021,-80.21092,"Seriola dumerili"
"28222",25.22341,-80.20895,"Seriola dumerili"
"28233",24.54645,-81.40335,"Seriola dumerili"
"28242",24.49254,-81.65831,"Seriola dumerili"
"28252",25.16326,-80.27697,"Seriola dumerili"
"28263",25.15628,-80.25055,"Seriola dumerili"
"28273",25.23518,-80.26721,"Seriola dumerili"
"28283",25.21575,-80.22861,"Seriola dumerili"
"28293",24.49249,-81.66259,"Seriola dumerili"
"28303",25.20458,-80.22866,"Seriola dumerili"
"283110",24.49239,-81.66268,"Seriola dumerili"
"28322",24.5534,-81.43308,"Seriola dumerili"
"28332",25.23535,-80.26732,"Seriola dumerili"
"28343",24.54342,-81.47035,"Seriola dumerili"
"28352",25.22242,-80.22041,"Seriola dumerili"
"28372",24.70395,-80.87008,"Seriola dumerili"
"28382",24.54616,-81.39812,"Seriola dumerili"
"28392",25.36793,-80.13677,"Seriola dumerili"
"28403",25.17985,-80.24553,"Seriola dumerili"
"28415",25.23729,-80.25873,"Seriola dumerili"
"28423",25.22708,-80.216,"Seriola dumerili"
"28432",24.70409,-80.86994,"Seriola dumerili"
"28443",25.29265,-80.16335,"Seriola dumerili"
"28452",25.13307,-80.26452,"Seriola dumerili"
"28462",24.54663,-81.41891,"Seriola dumerili"
"28473",24.54603,-81.40548,"Seriola dumerili"
"28482",25.2984,-80.16637,"Seriola dumerili"
"28492",24.54652,-81.40185,"Seriola dumerili"
"28502",24.49486,-81.65831,"Seriola dumerili"
"28515",24.71185,-80.84796,"Seriola dumerili"
"28522",25.34612,-80.19622,"Seriola dumerili"
"28532",25.223,-80.22032,"Seriola dumerili"
"28542",24.69791,-80.93216,"Seriola dumerili"
"28552",24.53109,-81.48498,"Seriola dumerili"
"28561",25.2156,-80.2216,"Seriola dumerili"
"28572",24.57934,-81.43733,"Seriola dumerili"
"28582",25.35702,-80.14108,"Seriola dumerili"
"28593",24.53078,-81.47849,"Seriola dumerili"
"28602",24.53119,-81.48449,"Seriola dumerili"
"28617",24.52252,-81.5231,"Seriola dumerili"
"28623",24.56497,-81.39372,"Seriola dumerili"
"28632",42.59034,10.105496,"Seriola dumerili"
"28642",25.33355,-80.2069,"Seriola dumerili"
"28652",25.14488,-80.25432,"Seriola dumerili"
"28663",25.15927,-80.24461,"Seriola dumerili"
"28672",25.14217,-80.26619,"Seriola dumerili"
"28682",25.15802,-80.24711,"Seriola dumerili"
"28692",25.21523,-80.26943,"Seriola dumerili"
"28702",24.49479,-81.6582,"Seriola dumerili"
"28715",24.5509,-81.40625,"Seriola dumerili"
"28722",25.16708,-80.23446,"Seriola dumerili"
"28732",25.16887,-80.24003,"Seriola dumerili"
"28742",25.15991,-80.28488,"Seriola dumerili"
"28752",25.22357,-80.20898,"Seriola dumerili"
"28772",25.21547,-80.22815,"Seriola dumerili"
"28781",24.53079,-81.47799,"Seriola dumerili"
"28792",24.57931,-81.43809,"Seriola dumerili"
"28803",24.54583,-81.39977,"Seriola dumerili"
"28818",25.22686,-80.21617,"Seriola dumerili"
"28823",25.20744,-80.22225,"Seriola dumerili"
"28832",25.14821,-80.27417,"Seriola dumerili"
"28842",25.23721,-80.2591,"Seriola dumerili"
"28852",25.3462,-80.19617,"Seriola dumerili"
"28863",24.56808,-81.38441,"Seriola dumerili"
"28872",24.49519,-81.65829,"Seriola dumerili"
"28882",25.20847,-80.24313,"Seriola dumerili"
"28892",24.49317,-81.66011,"Seriola dumerili"
"28902",25.15885,-80.24451,"Seriola dumerili"
"28914",25.22208,-80.21498,"Seriola dumerili"
"28923",25.1693,-80.24025,"Seriola dumerili"
"28933",25.14642,-80.26031,"Seriola dumerili"
"28943",24.53107,-81.48738,"Seriola dumerili"
"28952",24.54626,-81.40344,"Seriola dumerili"
"28962",25.21808,-80.20512,"Seriola dumerili"
"28972",25.37977,-80.13162,"Seriola dumerili"
"28982",24.56823,-81.38479,"Seriola dumerili"
"28993",25.36057,-80.14076,"Seriola dumerili"
"29002",25.33808,-80.19198,"Seriola dumerili"
"29019",25.15949,-80.2406,"Seriola dumerili"
"29023",24.49309,-81.66004,"Seriola dumerili"
"29032",24.49498,-81.66127,"Seriola dumerili"
"29043",24.52361,-81.52387,"Seriola dumerili"
"29053",24.52218,-81.52317,"Seriola dumerili"
"29062",25.21653,-80.20232,"Seriola dumerili"
"29072",25.20717,-80.22245,"Seriola dumerili"
"29083",25.15824,-80.24729,"Seriola dumerili"
"29093",24.52222,-81.5209,"Seriola dumerili"
"29106",25.20877,-80.24321,"Seriola dumerili"
"29117",25.21516,-80.26968,"Seriola dumerili"
"29122",24.59283,-81.39813,"Seriola dumerili"
"29133",25.18225,-80.22436,"Seriola dumerili"
"29142",25.36142,-80.18881,"Seriola dumerili"
"29153",25.21839,-80.20524,"Seriola dumerili"
"29163",24.55066,-81.40601,"Seriola dumerili"
"29172",25.28957,-80.17505,"Seriola dumerili"
"29182",24.56529,-81.39369,"Seriola dumerili"
"29193",24.52264,-81.52083,"Seriola dumerili"
"29202",25.21293,-80.22342,"Seriola dumerili"
"29217",24.70235,-80.88799,"Seriola dumerili"
"29223",25.13187,-80.26395,"Seriola dumerili"
"29232",25.20077,-80.22333,"Seriola dumerili"
"29243",25.22546,-80.21297,"Seriola dumerili"
"29253",24.56916,-81.45984,"Seriola dumerili"
"29262",25.32559,-80.18575,"Seriola dumerili"
"29273",25.35728,-80.14037,"Seriola dumerili"
"29283",25.27648,-80.22418,"Seriola dumerili"
"29293",25.36215,-80.13837,"Seriola dumerili"
"29301",24.52378,-81.52442,"Seriola dumerili"
"29315",25.20373,-80.22783,"Seriola dumerili"
"29323",24.55319,-81.43336,"Seriola dumerili"
"29332",25.32302,-80.18555,"Seriola dumerili"
"29343",24.56955,-81.45981,"Seriola dumerili"
"29352",24.54594,-81.39836,"Seriola dumerili"
"29363",25.18013,-80.24496,"Seriola dumerili"
"29372",25.14062,-80.25751,"Seriola dumerili"
"29402",25.14509,-80.25503,"Seriola dumerili"
"29416",25.14755,-80.25742,"Seriola dumerili"
"29423",25.30558,-80.15808,"Seriola dumerili"
"29433",24.54642,-81.40164,"Seriola dumerili"
"29443",25.27642,-80.2242,"Seriola dumerili"
"29452",25.20078,-80.22343,"Seriola dumerili"
"29462",25.15478,-80.26912,"Seriola dumerili"
"29473",25.29842,-80.1664,"Seriola dumerili"
"29482",25.14625,-80.26046,"Seriola dumerili"
"29491",25.1328,-80.26481,"Seriola dumerili"
"29501",25.18216,-80.22424,"Seriola dumerili"
"29514",25.14288,-80.25787,"Seriola dumerili"
"29533",24.52593,-81.50444,"Seriola dumerili"
"29541",24.49499,-81.66128,"Seriola dumerili"
"29553",24.49521,-81.65827,"Seriola dumerili"
"29562",24.5258,-81.50453,"Seriola dumerili"
"29572",25.14029,-80.25776,"Seriola dumerili"
"29583",25.14134,-80.26737,"Seriola dumerili"
"29593",24.59271,-81.39874,"Seriola dumerili"
"29602",25.35778,-80.18633,"Seriola dumerili"
"29623",24.52805,-81.52418,"Seriola dumerili"
"29632",25.20465,-80.22906,"Seriola dumerili"
"29643",25.28945,-80.17508,"Seriola dumerili"
"29652",25.21583,-80.20248,"Seriola dumerili"
"29662",25.13199,-80.26425,"Seriola dumerili"
"29683",25.23518,-80.1973,"Seriola dumerili"
"29692",25.33805,-80.19193,"Seriola dumerili"
"29701",25.16346,-80.27741,"Seriola dumerili"
"29716",25.23518,-80.19658,"Seriola dumerili"
"29722",24.54598,-81.40564,"Seriola dumerili"
"29732",24.54321,-81.47105,"Seriola dumerili"
"29752",34.58894,-76.286621,"Seriola dumerili"
"29762",25.14202,-80.26646,"Seriola dumerili"
"29771",24.52272,-81.51877,"Seriola dumerili"
"29782",24.712,-80.84839,"Seriola dumerili"
"29801",25.14304,-80.25806,"Seriola dumerili"
"29815",25.22941,-80.22969,"Seriola dumerili"
"29832",25.15968,-80.24045,"Seriola dumerili"
"29852",25.15505,-80.26914,"Seriola dumerili"
"29862",25.22179,-80.21504,"Seriola dumerili"
"29872",24.5772,-81.44335,"Seriola dumerili"
"29881",24.49244,-81.658,"Seriola dumerili"
"29892",25.2199,-80.21116,"Seriola dumerili"
"29901",24.49253,-81.65846,"Seriola dumerili"
"29922",24.52843,-81.52386,"Seriola dumerili"
"29932",25.30578,-80.15795,"Seriola dumerili"
"29944",25.22904,-80.22963,"Seriola dumerili"
"29952",25.14106,-80.26737,"Seriola dumerili"
"29962",24.53107,-81.48754,"Seriola dumerili"
"29972",25.21574,-80.22187,"Seriola dumerili"
"29982",25.37997,-80.13153,"Seriola dumerili"
"29993",25.2397,-80.20124,"Seriola dumerili"
"30003",24.57728,-81.44368,"Seriola dumerili"
"30013",25.15666,-80.25048,"Seriola dumerili"
"30022",25.148,-80.25748,"Seriola dumerili"
"30033",24.52287,-81.51777,"Seriola dumerili"
"30043",25.24007,-80.20134,"Seriola dumerili"
"30053",25.35892,-80.15992,"Seriola dumerili"
"30072",25.15456,-80.28794,"Seriola dumerili"
"30081",25.32283,-80.18545,"Seriola dumerili"
"30093",25.16735,-80.23492,"Seriola dumerili"
"30115",24.54566,-81.3991,"Seriola dumerili"
"30121",25.16041,-80.28469,"Seriola dumerili"
"30143",25.20352,-80.22755,"Seriola dumerili"
"30152",24.54652,-81.41918,"Seriola dumerili"
"30161",25.35875,-80.15993,"Seriola dumerili"
"30183",25.72896,-80.08762,"Seriola dumerili"
"30192",25.60466,-80.09045,"Seriola dumerili"
"30202",24.67277,-81.09062,"Seriola dumerili"
"30217",24.51136,-81.56699,"Seriola dumerili"
"30223",24.50199,-81.6187,"Seriola dumerili"
"30232",25.63973,-80.11656,"Seriola dumerili"
"30241",24.73163,-80.81755,"Seriola dumerili"
"30253",24.76688,-80.75457,"Seriola dumerili"
"30262",24.51136,-81.56283,"Seriola dumerili"
"30272",25.67501,-80.11895,"Seriola dumerili"
"30283",24.70654,-80.93576,"Seriola dumerili"
"30293",25.73283,-80.0895,"Seriola dumerili"
"30302",24.53164,-81.61005,"Seriola dumerili"
"30316",24.5439,-81.56663,"Seriola dumerili"
"30323",24.5029,-81.61491,"Seriola dumerili"
"30331",24.4943,-81.63947,"Seriola dumerili"
"30343",25.63919,-80.0905,"Seriola dumerili"
"30363",24.51881,-81.66988,"Seriola dumerili"
"30373",24.71025,-80.92903,"Seriola dumerili"
"30382",24.54634,-81.56266,"Seriola dumerili"
"30392",24.54054,-81.61671,"Seriola dumerili"
"30402",24.51014,-81.5584,"Seriola dumerili"
"30417",24.74725,-80.92488,"Seriola dumerili"
"30422",24.67414,-80.9567,"Seriola dumerili"
"30433",24.5062,-81.58699,"Seriola dumerili"
"30442",25.65829,-80.10034,"Seriola dumerili"
"30452",25.72858,-80.08766,"Seriola dumerili"
"30462",24.5114,-81.5667,"Seriola dumerili"
"30471",25.57466,-80.09966,"Seriola dumerili"
"30481",25.59184,-80.09542,"Seriola dumerili"
"30492",24.72747,-80.80832,"Seriola dumerili"
"30502",25.69089,-80.09749,"Seriola dumerili"
"30516",24.55841,-81.61539,"Seriola dumerili"
"30523",24.63103,-81.1131,"Seriola dumerili"
"30533",25.69068,-80.09749,"Seriola dumerili"
"30541",24.50384,-81.62418,"Seriola dumerili"
"30562",24.51936,-81.61386,"Seriola dumerili"
"30572",24.71082,-80.9291,"Seriola dumerili"
"30582",24.67573,-80.95638,"Seriola dumerili"
"30591",24.73143,-80.79979,"Seriola dumerili"
"30602",24.73128,-80.79983,"Seriola dumerili"
"30617",32.7411,-16.7101,"Seriola dumerili"
"30623",25.60501,-80.09017,"Seriola dumerili"
"30632",24.54092,-81.61646,"Seriola dumerili"
"30652",24.53691,-81.63434,"Seriola dumerili"
"30662",25.59115,-80.09837,"Seriola dumerili"
"30672",24.5187,-81.67,"Seriola dumerili"
"30682",25.57528,-80.10187,"Seriola dumerili"
"30692",24.61432,-81.39392,"Seriola dumerili"
"30701",24.5078,-81.57183,"Seriola dumerili"
"307110",24.73059,-80.80167,"Seriola dumerili"
"30722",25.64875,-80.09226,"Seriola dumerili"
"30731",24.50839,-81.67191,"Seriola dumerili"
"30742",25.63949,-80.11642,"Seriola dumerili"
"30753",25.62086,-80.09821,"Seriola dumerili"
"30762",24.56316,-81.65752,"Seriola dumerili"
"30772",24.58761,-81.57771,"Seriola dumerili"
"30782",25.67524,-80.11911,"Seriola dumerili"
"30802",24.50769,-81.57148,"Seriola dumerili"
"30815",24.76709,-80.75459,"Seriola dumerili"
"30821",24.51951,-81.69926,"Seriola dumerili"
"30831",24.53709,-81.63469,"Seriola dumerili"
"30852",25.64854,-80.0923,"Seriola dumerili"
"30862",24.6767,-80.95185,"Seriola dumerili"
"30872",24.67689,-80.9517,"Seriola dumerili"
"30882",24.73088,-80.80164,"Seriola dumerili"
"30892",24.51009,-81.54702,"Seriola dumerili"
"30922",24.73163,-80.81732,"Seriola dumerili"
"30932",24.78111,-80.71149,"Seriola dumerili"
"30942",24.58754,-81.577,"Seriola dumerili"
"30952",24.49994,-81.61191,"Seriola dumerili"
"30962",24.781,-80.71167,"Seriola dumerili"
"30972",24.72775,-80.80844,"Seriola dumerili"
"30982",24.55821,-81.61525,"Seriola dumerili"
"30992",24.50045,-81.60504,"Seriola dumerili"
"31004",24.53936,-81.57222,"Seriola dumerili"
"31022",24.50284,-81.62765,"Seriola dumerili"
"31032",43.37008,5.28166,"Seriola dumerili"
"31042",24.52721,-81.55867,"Seriola dumerili"
"31052",25.66224,-80.1001,"Seriola dumerili"
"31062",24.51017,-81.55045,"Seriola dumerili"
"31072",24.55271,-81.5645,"Seriola dumerili"
"31083",24.67227,-81.09071,"Seriola dumerili"
"31093",25.57556,-80.10142,"Seriola dumerili"
"31103",25.74534,-80.12024,"Seriola dumerili"
"31117",25.73277,-80.08906,"Seriola dumerili"
"31122",25.66249,-80.10002,"Seriola dumerili"
"31132",24.48834,-81.6134,"Seriola dumerili"
"31142",24.53175,-81.60981,"Seriola dumerili"
"31173",24.55422,-81.58886,"Seriola dumerili"
"31183",25.5897,-80.09626,"Seriola dumerili"
"31193",24.73507,-80.7871,"Seriola dumerili"
"31201",25.62489,-80.09912,"Seriola dumerili"
"31217",24.56282,-81.65744,"Seriola dumerili"
"31222",24.50041,-81.60515,"Seriola dumerili"
"31232",25.65857,-80.10027,"Seriola dumerili"
"31242",25.57441,-80.09952,"Seriola dumerili"
"31252",24.54937,-81.57719,"Seriola dumerili"
"31262",25.57761,-80.11388,"Seriola dumerili"
"31282",24.63073,-81.11317,"Seriola dumerili"
"31292",25.62504,-80.0993,"Seriola dumerili"
"31302",24.7064,-80.9359,"Seriola dumerili"
"31315",25.62076,-80.09853,"Seriola dumerili"
"31322",24.50067,-81.65657,"Seriola dumerili"
"31332",24.76668,-80.75318,"Seriola dumerili"
"31342",24.55416,-81.58876,"Seriola dumerili"
"31352",24.53927,-81.57207,"Seriola dumerili"
"31372",24.51971,-81.69943,"Seriola dumerili"
"31382",24.51019,-81.55821,"Seriola dumerili"
"31392",24.50202,-81.61847,"Seriola dumerili"
"31402",24.50073,-81.65668,"Seriola dumerili"
"31413",25.57758,-80.11372,"Seriola dumerili"
"31422",24.7669,-80.75317,"Seriola dumerili"
"31442",25.63906,-80.10284,"Seriola dumerili"
"31452",25.63936,-80.10277,"Seriola dumerili"
"31463",24.61615,-81.39125,"Seriola dumerili"
"31472",24.54648,-81.56253,"Seriola dumerili"
"31492",24.50826,-81.67205,"Seriola dumerili"
"31532",24.51948,-81.61349,"Seriola dumerili"
"31552",25.7456,-80.12055,"Seriola dumerili"
"31562",25.58963,-80.09607,"Seriola dumerili"
"31572",25.59129,-80.09836,"Seriola dumerili"
"31582",24.51001,-81.54724,"Seriola dumerili"
"31592",24.52724,-81.55833,"Seriola dumerili"
"31602",24.48845,-81.61336,"Seriola dumerili"
"31615",24.74736,-80.92499,"Seriola dumerili"
"31622",25.57265,-80.09933,"Seriola dumerili"
"31642",24.5527,-81.56437,"Seriola dumerili"
"31652",24.50631,-81.58686,"Seriola dumerili"
"31672",25.59195,-80.09515,"Seriola dumerili"
"31681",25.71471,-80.09821,"Seriola dumerili"
"31692",25.57258,-80.09955,"Seriola dumerili"
"31702",24.61431,-81.39416,"Seriola dumerili"
"31713",24.51038,-81.55041,"Seriola dumerili"
"31723",24.54378,-81.56685,"Seriola dumerili"
"31733",24.7348,-80.78721,"Seriola dumerili"
"31752",24.5029,-81.62746,"Seriola dumerili"
"31762",24.51111,-81.56289,"Seriola dumerili"
"31772",24.50365,-81.62389,"Seriola dumerili"
"31791",24.54955,-81.57709,"Seriola dumerili"
"31802",25.7151,-80.09815,"Seriola dumerili"
"31814",25.63947,-80.09061,"Seriola dumerili"
"31832",24.49425,-81.63936,"Seriola dumerili"
"31842",24.49999,-81.61196,"Seriola dumerili"
"31852",-26.366697,153.108432,"Seriola dumerili"
"31862",-26.365005,153.101565,"Seriola dumerili"
"31881",-21.76771,35.41379,"Seriola dumerili"
"31922",30.529722,130.993889,"Seriola dumerili"
"32053",42.75259,9.41243,"Seriola dumerili"
"32132",36.0502,14.1869,"Seriola dumerili"
"32143",36.0527,14.1883,"Seriola dumerili"
"32182",21.264106,-157.983828,"Seriola dumerili"
"32752",24.59915,-82.871733,"Seriola dumerili"
"32762",24.556233,-82.92205,"Seriola dumerili"
"32772",24.561567,-82.938983,"Seriola dumerili"
"32782",24.55625,-82.922217,"Seriola dumerili"
"32792",24.572117,-82.905683,"Seriola dumerili"
"32802",24.610667,-82.870533,"Seriola dumerili"
"32815",24.570317,-82.90995,"Seriola dumerili"
"32822",24.5827,-82.888033,"Seriola dumerili"
"32832",24.561567,-82.9388,"Seriola dumerili"
"32842",24.572033,-82.905567,"Seriola dumerili"
